id,trip_id,user_id,vehicle_id,timestamp,kmph,celsius,altitude,altitude_delta,latitude,longitude,acc_x,acc_y,acc_z,g_force,kml,fuel_used,kilometers,uploaded,vehicle_uuid,hard_brake,hard_acc,rfd,accuracy,weather
34722637,9C8BC7B1-CBB1-49F0-96E1-8A43A19DB046,6033688b-6e15-482b-8587-23689cf02f26,3272,1538399648.29779,99.9720016479492,15.8900089263916,12.0487703895764,-0.370530635118484,-27.152817410086,152.977551083211,-0.0247422456741333,-0.0162709634751081,0.0145462704822421,0.0329926803753502,19.0217458502789,0.00583477514092325,0.110999107869722,False,00000000-0000-0000-0000-000000000000,False,False,False,5.0,few clouds
34722591,72E2309E-0700-4111-BDAC-D879A7F181E8,43fa0169-d9df-44ec-a8a8-b867ac792220,19599,1538399650.31298,0.0,27.050012588501,6.72011947631836,0.0,25.7188537856803,-80.4550828692321,-0.00485688075423241,0.00849235057830811,0.00894181709736586,0.0132538825258287,0.0,0.00212448990690884,0.0,False,0,False,False,False,5.0,broken clouds
34722638,9C8BC7B1-CBB1-49F0-96E1-8A43A19DB046,6033688b-6e15-482b-8587-23689cf02f26,3272,1538399652.33767,100.727998352051,15.8900089263916,11.7610822602616,-0.287687689065933,-27.1518186177681,152.977646808587,-0.00628235237672925,0.0153884580358863,0.361461520195007,0.361843478832759,15.7358931711559,0.00718256862453749,0.11303584159456,False,00000000-0000-0000-0000-000000000000,False,False,False,5.0,few clouds
34722592,72E2309E-0700-4111-BDAC-D879A7F181E8,43fa0169-d9df-44ec-a8a8-b867ac792220,19599,1538399654.29447,0.0,27.050012588501,6.72011947631836,0.0,25.7188537856803,-80.4550828692321,0.00443079229444265,0.0159737560898066,-0.0085057569667697,0.0186317123622837,0.0,0.00209327502190363,0.0,False,0,False,False,False,5.0,broken clouds
34722639,9C8BC7B1-CBB1-49F0-96E1-8A43A19DB046,6033688b-6e15-482b-8587-23689cf02f26,3272,1538399656.29248,100.979997253418,15.8900089263916,12.4619082419,0.700825572013855,-27.1508075935726,152.977736505506,-0.0276683177798986,0.176578298211098,0.165179014205933,0.243371193738989,10.0362709458958,0.0110519947019133,0.110932304446607,False,00000000-0000-0000-0000-000000000000,False,False,False,5.0,few clouds
34722593,72E2309E-0700-4111-BDAC-D879A7F181E8,43fa0169-d9df-44ec-a8a8-b867ac792220,19599,1538399658.29253,0.0,27.050012588501,6.72011947631836,0.0,25.7188537856803,-80.4550828692321,-0.00366536062210798,-0.00424516713246703,0.00551479868590832,0.00786570511898166,0.0,0.00210198507839182,0.0,False,0,False,False,False,5.0,broken clouds
34722640,9C8BC7B1-CBB1-49F0-96E1-8A43A19DB046,6033688b-6e15-482b-8587-23689cf02f26,3272,1538399660.29155,98.8919975280762,15.8900089263916,12.5951474818982,0.133239135146141,-27.1498232106184,152.977842024598,0.0782191827893257,-0.0198928155004978,-0.0292194224894047,0.0858355364367295,14.9943543780739,0.00732563585540911,0.109854559546153,False,00000000-0000-0000-0000-000000000000,False,False,False,5.0,few clouds
34722594,72E2309E-0700-4111-BDAC-D879A7F181E8,43fa0169-d9df-44ec-a8a8-b867ac792220,19599,1538399662.26962,0.0,27.050012588501,6.72011947631836,0.0,25.7188537856803,-80.4550828692321,-0.00699034379795194,0.00266619236208498,0.016863226890564,0.0184483579022049,0.0,0.00209096120651912,0.0,False,0,False,False,False,5.0,broken clouds
34722641,9C8BC7B1-CBB1-49F0-96E1-8A43A19DB046,6033688b-6e15-482b-8587-23689cf02f26,3272,1538399664.29311,99.3960021972656,15.8900089263916,13.2171413982342,0.621994256973267,-27.1488440331586,152.977947257676,-0.0276622921228409,0.0323270708322525,-0.141271278262138,0.147539201488626,12.2299003661806,0.0090328930379182,0.110482826437705,False,00000000-0000-0000-0000-000000000000,False,False,False,5.0,few clouds
34722595,72E2309E-0700-4111-BDAC-D879A7F181E8,43fa0169-d9df-44ec-a8a8-b867ac792220,19599,1538399666.31715,0.0,27.050012588501,6.72011947631836,0.0,25.7188537856803,-80.4550828692321,0.00416096253320575,0.0120820803567767,-0.00347017752937973,0.0132413143998534,0.0,0.00212799190453669,0.0,False,0,False,False,False,5.0,broken clouds
